ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,EMPLOYED_YEARS,recent_minor_dpd_count,recent_major_dpd_count,recent_minor_ratio,recent_major_ratio,recent_paid_ratio,recent_no_loan_ratio,recent_status_std,long_minor_ratio,long_major_ratio,total_history_length,Class
5024022,0,1,0,135000,1,0,0,0,1,64.70958904,0,0,0,0,0,1,0,0,0.606060606,0,51,0
5024028,0,1,2,112500,1,0,0,0,4,40.03287671,1.087671233,0,0,0,0,1,0,0,0.80952381,0,39,0
5024033,0,1,2,112500,1,0,0,0,4,40.03287671,1.087671233,0,0,0,0,1,0,0,0.53125,0,50,0
5024035,0,1,2,112500,1,0,0,0,4,40.03287671,1.087671233,0,0,0,0,1,0,0,0.515151515,0,51,0
5024043,1,1,1,144000,3,0,0,0,3,35.35068493,8.010958904,0,0,0,0,1,0,0,0.12195122,0,59,0
5024044,1,1,1,144000,3,0,0,0,3,35.35068493,8.010958904,3,0,0.25,0,0.583333333,0.166666667,0.452267017,1,0,19,0
5024062,0,0,3,135000,1,0,0,0,5,30.08219178,7.926027397,0,0,0,0,1,0,0,0.111111111,0,54,0
5024064,1,1,1,108000,3,0,0,0,2,40.54246575,17.35068493,8,0,0.666666667,0,0,0.333333333,0.492365964,0.46875,0,50,1
5024066,1,1,0,270000,1,0,0,0,2,39.21917808,11.34794521,0,0,0,0,1,0,0,0.097560976,0,59,0
5024067,1,1,0,270000,1,0,0,0,2,39.21917808,11.34794521,2,0,0.166666667,0,0.833333333,0,0.389249472,1,0,20,0
5024070,1,1,0,292500,1,0,1,0,2,26.8109589,7.010958904,0,0,0,0,1,0,0,0.363636364,0,40,0
5024073,0,1,0,180000,3,0,0,0,2,43.76986301,2.339726027,0,0,0,0,1,0,0,0.230769231,0,31,0
5024075,1,1,0,157500,1,0,0,0,1,55.97808219,0,0,0,0,0,1,0,0,0.5,0,30,0
5024080,0,1,2,112500,1,0,0,0,3,39.31780822,9.84109589,12,0,1,0,0,0,0,1,0,20,1
5024081,0,1,2,112500,1,0,0,0,3,39.31780822,9.84109589,0,0,0,0,1,0,0,0.129032258,0,49,0
5024082,0,1,2,112500,1,0,0,0,3,39.31780822,9.84109589,0,0,0,0,1,0,0,0.166666667,0,42,0
5024083,0,1,0,157500,1,0,0,0,1,51.68493151,0,0,0,0,0,1,0,0,0.37037037,0,45,0
5024085,0,1,0,157500,1,0,0,0,1,51.68493151,0,0,0,0,0,1,0,0,0.380952381,0,39,0
5024086,0,1,0,157500,1,0,0,0,1,51.68493151,0,0,0,0,0,1,0,0,0.380952381,0,39,0
5024087,0,1,0,157500,1,0,0,0,1,51.68493151,0,0,0,0,0,0,1,0,0,0,24,0
5024089,1,0,0,126000,2,1,0,0,1,32.81643836,14.2630137,0,0,0,0,0,1,0,0.125,0,34,0
5024090,1,0,0,126000,2,1,0,0,1,32.81643836,14.2630137,0,0,0,0,1,0,0,0.176470588,0,52,0
5024094,1,0,0,126000,2,1,0,0,1,32.81643836,14.2630137,1,0,0.083333333,0,0.833333333,0.083333333,0.288675135,0.6,0,28,0
5024095,1,0,0,126000,2,1,0,0,1,32.81643836,14.2630137,0,0,0,0,1,0,0,0.214285714,0,46,0
5024096,1,0,0,126000,2,1,0,0,1,32.81643836,14.2630137,0,0,0,0,1,0,0,0.25,0,42,0
5024104,0,1,0,180000,1,0,0,0,2,55.30136986,7.093150685,12,0,1,0,0,0,0,0.916666667,0,30,1
5024106,0,1,0,180000,1,1,1,0,2,60.38630137,4.175342466,0,0,0,0,0,1,0,0,0,19,0
5024109,0,1,0,180000,1,1,1,0,2,60.38630137,4.175342466,0,0,0,0,1,0,0,0.256410256,0,57,0
5024111,0,1,0,180000,1,1,1,0,2,60.38630137,4.175342466,11,0,0.916666667,0,0,0.083333333,0.288675135,0,0,57,1
5024113,0,1,0,180000,1,1,1,0,2,60.38630137,4.175342466,11,0,0.916666667,0,0,0.083333333,0.288675135,0,0,57,1
5024123,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,0,0,0,0,0,1,0,0,0,33,1
5024124,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,0,0,0,0,1,0,0,0.666666667,0,27,0
5024125,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,6,0,0.5,0,0.5,0,0.522232968,1,0,24,0
5024126,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,3,0,0.25,0,0.75,0,0.452267017,1,0,21,0
5024127,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,2,0,0.166666667,0,0.833333333,0,0.389249472,1,0,20,0
5024128,0,1,1,135000,1,0,0,0,2,42.94520548,0.835616438,6,0,0.5,0,0.5,0,0.522232968,0,0,18,0
5024150,0,1,1,337500,3,0,0,0,3,46.2109589,9.84109589,0,0,0,0,1,0,0,0.238095238,0,60,0
5024152,0,1,0,112500,1,0,0,0,1,47.23835616,1.17260274,2,0,0.166666667,0,0,0.833333333,0.389249472,0,0,24,1
5024155,0,1,0,112500,1,0,0,0,1,47.23835616,1.17260274,2,0,0.166666667,0,0,0.833333333,0.389249472,0,0,24,1
5024156,0,1,1,202500,1,0,0,0,3,26.53424658,3.008219178,0,0,0,0,1,0,0,0.260869565,0,41,0
5024158,0,1,1,202500,1,0,0,0,3,26.53424658,3.008219178,4,0,0.333333333,0,0.666666667,0,0.492365964,1,0,30,0
5024169,0,1,0,202500,1,0,0,0,2,60.3890411,0,0,0,0,0,1,0,0,0.2,0,23,0
5024171,0,1,0,202500,1,0,0,0,2,60.3890411,0,0,0,0,0,1,0,0,0.142857143,0,25,0
5024178,0,1,0,202500,1,0,0,0,2,60.3890411,0,0,0,0,0,1,0,0,0.3,0,28,0
5024182,0,1,0,81000,1,0,0,0,2,42.68493151,9.597260274,0,0,0,0,1,0,0,0.230769231,0,57,0
5024185,0,1,0,81000,1,0,0,0,2,42.68493151,9.597260274,0,0,0,0,1,0,0,0.230769231,0,57,0
5024187,0,1,0,81000,1,0,0,0,2,42.68493151,9.597260274,0,0,0,0,1,0,0,0.321428571,0,46,0
5024193,1,1,2,270000,3,0,1,0,4,37.44931507,1.17260274,0,0,0,0,1,0,0,0.483870968,0,49,0
5024203,0,1,0,202500,1,1,1,0,1,44.59726027,7.430136986,0,0,0,0,1,0,0,0.75,0,26,0
5024205,0,1,0,202500,1,1,1,0,1,44.59726027,7.430136986,0,0,0,0,1,0,0,0.375,0,34,0
5024206,0,1,0,202500,1,1,1,0,1,44.59726027,7.430136986,0,0,0,0,1,0,0,0.25,0,42,0
5024208,0,1,0,202500,1,1,1,0,1,44.59726027,7.430136986,0,0,0,0,1,0,0,0.315789474,0,37,0
5024210,0,1,0,202500,1,1,1,0,1,44.59726027,7.430136986,0,0,0,0,1,0,0,0.375,0,34,0
5024212,1,1,0,540000,3,0,1,0,2,43.01917808,0.506849315,0,0,0,0,0,1,0,0,0,44,0
5024214,1,1,0,540000,3,0,1,0,2,43.01917808,0.506849315,0,0,0,0,0.916666667,0.083333333,0,0,0,22,0
5024220,1,1,0,540000,3,0,1,0,2,43.01917808,0.506849315,12,0,1,0,0,0,0,0,0,44,1
5024226,1,1,0,540000,3,0,1,0,2,43.01917808,0.506849315,12,0,1,0,0,0,0,0.974358974,0,57,1
5024228,1,1,0,540000,3,0,1,0,2,43.01917808,0.506849315,3,0,0.25,0,0.75,0,0.452267017,0.5,0.5,22,0
5024232,0,1,0,270000,1,0,1,0,2,54.23287671,0,0,0,0,0,1,0,0,0.5,0,50,0
5024233,0,1,0,47250,1,0,1,0,2,58.66849315,0,0,0,0,0,1,0,0,0.617647059,0,52,0
5024235,0,1,0,47250,1,0,1,0,2,58.66849315,0,0,0,0,0,1,0,0,0.617647059,0,52,0
5024236,0,1,0,47250,1,0,1,0,2,58.66849315,0,12,0,1,0,0,0,0,0,0,18,1
5024243,1,1,0,180000,1,0,0,0,2,31.35616438,9.093150685,0,0,0,0,1,0,0,0.424242424,0,51,0
5024248,0,1,0,112500,1,0,1,0,2,62.69863014,0,0,0,0,0,1,0,0,0.615384615,0.076923077,31,0
5024249,0,1,1,135000,1,0,1,0,3,38.62739726,1.506849315,5,7,0.416666667,0.583333333,0,0,0.514928651,1,0,22,2
5024250,0,0,0,247500,1,0,0,0,1,54.09863014,3.676712329,0,0,0,0,0,1,0,0,0,39,0
5024252,0,1,2,135000,1,0,1,0,4,35.36438356,9.84109589,12,0,1,0,0,0,0,0,0,18,1
5024254,0,1,1,630000,3,0,0,0,3,47.5890411,12.6,0,0,0,0,0,1,0,0.2,0,23,0
5024255,0,1,1,148500,1,0,0,0,2,28.06575342,3.923287671,8,0,0.666666667,0,0.333333333,0,0.492365964,1,0,23,0
5024257,0,1,0,162000,1,0,0,0,1,31.49315068,1.591780822,0,0,0,0,1,0,0,0.5,0,28,0
5024258,0,1,0,162000,1,0,0,0,1,31.49315068,1.591780822,0,0,0,0,1,0,0,0.458333333,0.041666667,42,0
5024261,0,1,0,202500,1,0,0,0,2,43.01369863,4.594520548,9,0,0.75,0,0.25,0,0.452267017,1,0,21,0
5024265,1,0,0,202500,1,0,1,0,2,58.29041096,3.090410959,12,0,1,0,0,0,0,0,0,18,1
5024273,1,1,2,315000,3,0,0,0,4,46.18082192,3.761643836,6,0,0.5,0,0.5,0,0.522232968,1,0,24,0
5024276,1,1,2,315000,3,0,0,0,4,46.18082192,3.761643836,2,0,0.166666667,0,0.833333333,0,0.389249472,1,0,28,0
5024280,1,1,0,315000,1,1,1,0,2,42.49041096,3.257534247,0,0,0,0,1,0,0,0.161290323,0.032258065,49,0
5024281,1,1,0,315000,1,1,1,0,2,42.49041096,3.257534247,12,0,1,0,0,0,0,1,0,41,1
5024285,1,1,0,315000,1,1,1,0,2,42.49041096,3.257534247,0,0,0,0,1,0,0,0.625,0.125,26,0
5024287,0,1,0,157500,3,0,0,1,2,30.87671233,5.175342466,4,0,0.333333333,0,0.666666667,0,0.492365964,1,0,26,0
5024288,0,1,0,157500,3,0,0,1,2,30.87671233,5.175342466,2,0,0.166666667,0,0.833333333,0,0.389249472,1,0,28,0
5024307,0,1,1,90000,1,0,0,0,3,35.31506849,14.68219178,0,0,0,0,1,0,0,0.230769231,0,44,0
5024314,0,1,0,216000,1,0,0,0,1,54.86027397,0,0,0,0,0,1,0,0,0.8,0,23,0
5024321,0,1,0,121500,1,0,0,0,2,64.12876712,0,12,0,1,0,0,0,0,0.25,0,22,1
5024329,0,1,0,225000,1,0,0,0,2,47.6739726,26.1890411,12,0,1,0,0,0,0,0.944444444,0,36,2
5024330,0,1,0,225000,1,0,0,0,2,47.6739726,26.1890411,12,0,1,0,0,0,0,1,0,22,1
5024342,1,1,0,198000,1,0,0,0,2,57.83835616,3.175342466,12,0,1,0,0,0,0,0.875,0,26,1
5024343,1,1,0,198000,1,0,0,0,2,57.83835616,3.175342466,6,0,0.5,0,0.5,0,0.522232968,1,0,19,0
5024344,1,1,0,585000,1,0,0,0,2,45.62465753,4.509589041,0,0,0,0,1,0,0,0.347826087,0,41,0
5024346,1,1,0,585000,1,0,0,0,2,45.62465753,4.509589041,0,0,0,0,1,0,0,0,0,42,0
5024347,1,1,0,585000,1,0,0,0,2,45.62465753,4.509589041,0,0,0,0,1,0,0,0.347826087,0,41,0
5024351,1,1,0,585000,1,0,0,0,2,45.62465753,4.509589041,0,0,0,0,1,0,0,0.615384615,0,31,0
5024353,1,1,0,585000,1,0,0,0,2,45.62465753,4.509589041,2,0,0.166666667,0,0.75,0.083333333,0.389249472,0.857142857,0,25,0
5024354,0,1,0,139500,3,0,0,0,2,47.27123288,0.673972603,0,0,0,0,1,0,0,0.466666667,0,33,0
5024358,1,0,0,270000,1,0,0,0,2,56.68219178,12.43287671,12,0,1,0,0,0,0,0.9,0,28,1
5024360,1,0,0,270000,1,0,0,0,2,56.68219178,12.43287671,12,0,1,0,0,0,0,1,0,20,1
5024361,1,0,0,270000,1,0,0,0,2,56.68219178,12.43287671,9,0,0.75,0,0.25,0,0.452267017,1,0,19,0
5024369,0,1,0,225000,3,0,1,0,1,54.27671233,27.5260274,3,0,0.25,0,0.75,0,0.452267017,0.5,0,20,0
5024374,0,1,2,112500,3,0,0,0,4,27.35616438,4.761643836,0,0,0,0,1,0,0,0.375,0,26,0
5024379,0,1,0,270000,1,0,0,0,2,34.39726027,5.090410959,0,0,0,0,0,1,0,0,0,32,0
5024380,0,1,0,270000,1,0,0,0,2,34.39726027,5.090410959,0,0,0,0,0,1,0,0,0,33,0
5024382,0,1,0,270000,1,0,0,0,2,34.39726027,5.090410959,0,0,0,0,0,1,0,0,0,48,0
5024385,0,1,0,270000,1,0,0,0,2,34.39726027,5.090410959,0,0,0,0,0,1,0,0,0,27,0
5024394,0,0,0,117000,1,0,0,0,2,36.96986301,3.509589041,11,0,0.916666667,0,0,0.083333333,0.288675135,0.6,0.2,23,1
5024395,0,0,0,117000,1,0,0,0,2,36.96986301,3.509589041,8,0,0.666666667,0,0,0.333333333,0.492365964,0.8,0,23,0
5024405,0,1,1,121500,1,0,0,0,3,41.34246575,8.597260274,0,0,0,0,1,0,0,0.222222222,0,27,0
5024409,0,1,1,121500,1,0,0,0,3,41.34246575,8.597260274,0,0,0,0,1,0,0,0.769230769,0,31,0
5024410,0,1,1,121500,1,0,0,0,3,41.34246575,8.597260274,6,0,0.5,0,0.5,0,0.522232968,1,0,22,0
5024415,1,1,0,360000,3,0,0,0,1,40.64657534,5.676712329,0,0,0,0,1,0,0,0.705882353,0,35,0
5024417,1,1,0,180000,2,0,0,0,2,29.37534247,0.254794521,3,0,0.25,0,0,0.75,0.452267017,0.793103448,0,47,0
5024418,1,1,0,180000,2,0,0,0,2,29.37534247,0.254794521,7,0,0.583333333,0,0.083333333,0.333333333,0.514928651,0.724137931,0,47,0
5024419,1,1,0,180000,2,0,0,0,2,29.37534247,0.254794521,12,0,1,0,0,0,0,1,0,19,1
5024422,0,0,0,180000,1,0,0,0,2,47.63287671,9.597260274,1,0,0.083333333,0,0.916666667,0,0.288675135,0.111111111,0,27,0
5024427,1,1,0,162000,3,0,1,0,2,65.44109589,0,0,0,0,0,1,0,0,0.3,0.033333333,48,0
5024433,1,1,0,162000,3,0,1,0,2,65.44109589,0,0,0,0,0,1,0,0,0.285714286,0,53,0
5024434,1,1,0,162000,3,0,1,0,2,65.44109589,0,0,0,0,0,1,0,0,0.454545455,0,29,0
5024436,1,1,0,157500,3,0,0,0,2,57.32328767,3.257534247,3,0,0.25,0,0,0.75,0.452267017,0,0,36,1
5024448,1,1,0,180000,1,1,1,0,2,34.53150685,7.178082192,7,5,0.583333333,0.416666667,0,0,0.514928651,0.967741935,0.032258065,49,2
5024449,1,1,0,180000,1,1,1,0,2,34.53150685,7.178082192,0,0,0,0,1,0,0,0.266666667,0,48,0
5024450,1,1,0,180000,1,1,1,0,2,34.53150685,7.178082192,0,0,0,0,1,0,0,0,0,44,0
5024452,1,1,0,180000,1,1,1,0,2,34.53150685,7.178082192,0,0,0,0,1,0,0,0.666666667,0,27,0
5024453,1,1,0,180000,1,1,1,0,2,34.53150685,7.178082192,5,0,0.416666667,0,0,0.583333333,0.514928651,0.777777778,0,27,0
5024457,0,1,0,157500,1,0,0,0,2,57.12328767,0,0,0,0,0,1,0,0,0.384615385,0,57,0
5024458,0,1,0,157500,1,0,0,0,2,57.12328767,0,12,0,1,0,0,0,0,1,0,19,1
5024466,0,1,2,135000,1,0,0,0,4,27.90684932,6.342465753,0,0,0,0,1,0,0,0.32,0.2,43,0
5024471,0,1,2,135000,1,0,0,0,4,27.90684932,6.342465753,0,0,0,0,1,0,0,0.615384615,0.384615385,31,0
5024472,0,1,2,135000,1,0,0,0,4,27.90684932,6.342465753,4,5,0.333333333,0.416666667,0.25,0,0.83484711,1,0,22,0
5024473,0,0,0,90000,1,0,0,1,2,27.56438356,1.424657534,0,0,0,0,0.416666667,0.583333333,0,0,0,31,0
5024475,0,0,0,90000,1,0,0,1,2,27.56438356,1.424657534,4,2,0.333333333,0.166666667,0.5,0,0.778498944,1,0,23,0
5024483,0,1,0,162000,1,1,1,0,2,33.88767123,3.923287671,0,0,0,0,1,0,0,0.11627907,0,61,0
5024484,0,1,0,162000,1,1,1,0,2,33.88767123,3.923287671,0,0,0,0,1,0,0,0.11627907,0,61,0
5024487,0,1,0,225000,1,0,0,0,1,55.62191781,28.10684932,12,0,1,0,0,0,0,0.857142857,0,25,2
5024488,0,1,0,171000,1,0,0,0,2,59.49863014,5.594520548,0,0,0,0,1,0,0,0.219512195,0.024390244,59,0
5024491,0,1,1,135000,1,1,1,0,3,28.53150685,7.512328767,8,0,0.666666667,0,0,0.333333333,0.492365964,0.6,0.033333333,48,1
5024493,0,1,1,135000,1,1,1,0,3,28.53150685,7.512328767,6,1,0.5,0.083333333,0,0.416666667,0.651338947,0.5,0,24,1
5024497,0,1,1,135000,1,1,1,0,3,28.53150685,7.512328767,6,0,0.5,0,0,0.5,0.522232968,0.090909091,0,29,1
5024501,1,1,0,135000,3,0,0,0,2,38.93150685,3.090410959,0,0,0,0,0,1,0,0,0,24,0
5024505,1,1,0,135000,3,0,0,0,2,38.93150685,3.090410959,0,0,0,0,0,1,0,0,0,19,0
5024507,0,1,0,94500,1,0,0,0,2,64.13150685,0,0,0,0,0,1,0,0,0.458333333,0,42,0
5024512,0,1,0,94500,1,0,0,0,2,64.13150685,0,0,0,0,0,1,0,0,0.428571429,0,39,0
5024513,0,1,0,94500,1,0,0,0,2,64.13150685,0,0,0,0,0,1,0,0,0,0,19,0
5024515,0,1,0,94500,1,0,0,0,2,64.13150685,0,0,0,0,0,1,0,0,0.333333333,0,45,0
5024517,0,1,0,94500,1,0,0,0,2,64.13150685,0,5,0,0.416666667,0,0.583333333,0,0.514928651,1,0,24,0
5024524,1,1,1,157500,3,0,0,0,3,40.50684932,13.34794521,12,0,1,0,0,0,0,1,0,61,1
5024526,1,1,1,157500,3,0,0,0,3,40.50684932,13.34794521,12,0,1,0,0,0,0,1,0,49,1
5024527,0,1,0,270000,1,0,1,0,1,57.44383562,0,12,0,1,0,0,0,0,0.888888889,0,45,2
5024528,0,1,0,270000,1,0,1,0,1,57.44383562,0,12,0,1,0,0,0,0,0.888888889,0,45,2
5025154,0,1,0,270000,1,0,1,0,1,57.44383562,0,12,0,1,0,0,0,0,0.884615385,0,44,2
5024530,0,1,0,157500,1,0,0,0,2,63.36712329,0,0,0,0,0,1,0,0,0.272727273,0,40,0
5024535,0,1,0,180000,1,0,0,0,1,63.17534247,0,0,0,0,0,1,0,0,0.857142857,0,25,0
5024536,0,1,0,180000,1,0,0,0,1,63.17534247,0,6,0,0.5,0,0.5,0,0.522232968,0,0,18,0
5025168,0,1,0,180000,1,0,0,0,1,63.17534247,0,0,0,0,0,1,0,0,0.230769231,0,44,0
5024541,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,0,0,0,0,1,0,0,0.25,0,42,0
5024542,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,0,0,0,0,1,0,0,0.407407407,0,45,0
5024550,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,0,0,0,0,1,0,0,0.3125,0,34,0
5024551,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,0,0,0,0,1,0,0,0.5,0,32,0
5024554,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,0,0,0,0,1,0,0,0.545454545,0,29,0
5024555,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,5,0,0.416666667,0,0.583333333,0,0.514928651,1,0,23,0
5024556,0,1,0,112500,1,1,0,0,2,38.55068493,10.42739726,4,0,0.333333333,0,0.666666667,0,0.492365964,1,0,20,0
5024561,1,1,1,225000,1,0,0,0,3,47.88493151,0,0,0,0,0,1,0,0,0.833333333,0,36,0
5024563,0,0,0,270000,1,0,1,1,1,32.14794521,5.928767123,8,4,0.666666667,0.333333333,0,0,0.492365964,0.875,0.125,26,2
5024564,0,0,0,270000,1,0,1,1,1,32.14794521,5.928767123,8,4,0.666666667,0.333333333,0,0,0.492365964,0.875,0.125,26,2
5024566,0,0,0,270000,1,0,1,1,1,32.14794521,5.928767123,4,0,0.333333333,0,0,0.666666667,0.492365964,0.95,0,38,0
5024568,0,0,0,270000,1,0,1,1,1,32.14794521,5.928767123,10,2,0.833333333,0.166666667,0,0,0.389249472,1,0,31,2
5024571,0,0,0,270000,1,0,0,0,1,62.54520548,7.008219178,12,0,1,0,0,0,0,0,0,18,0
5024572,0,0,0,270000,1,0,0,0,1,62.54520548,7.008219178,12,0,1,0,0,0,0,0,0,18,0
5025181,0,0,0,270000,1,0,0,0,1,62.54520548,7.008219178,12,0,1,0,0,0,0,0,0,18,0
5024574,0,0,1,90000,1,0,0,0,3,28.09041096,4.005479452,0,0,0,0,0,1,0,0,0,29,0
5025190,1,1,2,315000,1,0,0,0,4,33.83013699,3.342465753,9,0,0.75,0,0.25,0,0.452267017,1,0,19,0
5024590,1,1,0,157500,1,1,0,0,2,24.36438356,4.424657534,9,2,0.75,0.166666667,0.083333333,0,0.514928651,1,0,19,0
5024598,0,1,0,630000,1,0,1,0,1,60.22465753,0,0,0,0,0,1,0,0,0.461538462,0,31,0
5025196,0,1,0,630000,1,0,1,0,1,60.22465753,0,4,1,0.333333333,0.083333333,0.583333333,0,0.674199862,1,0,20,0
5024610,1,1,0,180000,1,0,1,0,2,63.80547945,0,12,0,1,0,0,0,0,1,0,26,1
5024611,1,1,0,180000,1,0,1,0,2,63.80547945,0,0,0,0,0,0,1,0,0,0,26,0
5024620,1,1,0,180000,1,0,1,0,2,63.80547945,0,12,0,1,0,0,0,0,0.8,0,23,1
5024621,1,1,0,180000,1,0,1,0,2,63.80547945,0,6,0,0.5,0,0.5,0,0.522232968,0.8,0,23,0
5025217,1,1,0,180000,1,0,1,0,2,63.80547945,0,12,0,1,0,0,0,0,0.714285714,0.214285714,32,1
5024622,0,1,2,270000,1,0,0,0,3,31.52054795,11.0109589,0,0,0,0,1,0,0,0.222222222,0,54,0
5024623,0,1,2,270000,1,0,0,0,3,31.52054795,11.0109589,1,0,0.083333333,0,0.916666667,0,0.288675135,0.857142857,0,25,0
5024626,0,1,2,270000,1,0,0,0,3,31.52054795,11.0109589,0,0,0,0,1,0,0,0.3,0,28,0
5024627,0,1,2,270000,1,0,0,0,3,31.52054795,11.0109589,0,0,0,0,1,0,0,0.777777778,0,27,0
5024629,0,1,2,270000,1,0,0,0,3,31.52054795,11.0109589,12,0,1,0,0,0,0,1,0,19,1
5024632,0,1,0,157500,1,0,0,0,2,54.58082192,3.090410959,12,0,1,0,0,0,0,1,0,19,1
5024635,0,1,0,157500,1,0,0,0,2,54.58082192,3.090410959,0,0,0,0,0.666666667,0.333333333,0,0,0,30,0
5024639,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,0,0,0,0,1,0,0,0.333333333,0,30,0
5024640,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,10,0,0.833333333,0,0,0.166666667,0.389249472,1,0,25,1
5024641,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,0,0,0,0,1,0,0,0.121212121,0,51,0
5024642,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,0,0,0,0,1,0,0,0.071428571,0,46,0
5024643,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,0,0,0,0,1,0,0,0.375,0,26,0
5024644,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,0,0,0,0,1,0,0,0.625,0,34,0
5024645,1,1,0,180000,3,0,0,0,2,27.98082192,4.676712329,11,0,0.916666667,0,0,0.083333333,0.288675135,1,0,21,1
5024655,1,0,1,157500,1,0,0,0,3,32.1260274,9.846575342,6,0,0.5,0,0.5,0,0.522232968,0.75,0,22,0
5024656,1,0,1,157500,1,0,0,0,3,32.1260274,9.846575342,0,0,0,0,0,1,0,0,0,52,0
5025247,1,0,1,157500,1,0,0,0,3,32.1260274,9.846575342,0,0,0,0,1,0,0,0.051282051,0.230769231,57,0
5024657,0,1,0,135000,3,1,1,0,1,46.54246575,3.928767123,12,0,1,0,0,0,0,0.818181818,0,29,1
5025258,0,1,0,135000,3,1,1,0,1,46.54246575,3.928767123,0,0,0,0,1,0,0,0.454545455,0,29,0
5025260,1,1,0,112500,3,0,0,0,2,34.60273973,14.09589041,0,0,0,0,1,0,0,0.032258065,0,49,0
5024663,0,1,0,157500,1,1,1,0,2,39.52054795,12.51506849,0,0,0,0,1,0,0,0.818181818,0,29,0
5024667,0,1,0,157500,1,1,1,0,2,39.52054795,12.51506849,0,0,0,0,1,0,0,0.909090909,0,29,0
5024671,0,1,1,180000,3,0,0,0,2,41.40547945,4.342465753,0,0,0,0,1,0,0,0.333333333,0,33,0
5024676,0,1,1,180000,3,0,0,0,2,41.40547945,4.342465753,0,0,0,0,0,1,0,0,0,22,0
5024680,0,1,2,135000,1,0,0,0,4,39.30684932,4.761643836,12,0,1,0,0,0,0,1,0,31,1
5024686,0,1,0,135000,1,0,1,0,2,42.63561644,21.43561644,0,0,0,0,1,0,0,0.44,0,43,0
5024687,0,1,0,135000,1,0,1,0,2,42.63561644,21.43561644,0,0,0,0,1,0,0,0.8,0,28,0
5024692,0,1,0,135000,1,0,1,0,2,42.63561644,21.43561644,0,0,0,0,1,0,0,0.222222222,0,54,0
5024701,0,1,1,202500,3,0,1,0,2,27.68767123,0.254794521,0,0,0,0,1,0,0,0.081081081,0.216216216,55,0
5024702,0,1,1,202500,3,0,1,0,2,27.68767123,0.254794521,0,0,0,0,1,0,0,0.117647059,0,52,0
5024703,0,1,1,202500,3,0,1,0,2,27.68767123,0.254794521,0,0,0,0,1,0,0,0.090909091,0.242424242,51,0
5025156,0,1,1,202500,3,0,1,0,2,27.68767123,0.254794521,0,0,0,0,1,0,0,0.088235294,0.235294118,52,0
5024705,1,0,0,225000,1,0,0,0,2,36.74246575,0.506849315,4,0,0.333333333,0,0.666666667,0,0.492365964,0.951219512,0,59,0
5024706,1,0,0,225000,1,0,0,0,2,36.74246575,0.506849315,0,1,0,0.083333333,0.916666667,0,0.577350269,1,0,26,0
5024716,0,1,0,148500,3,0,1,0,2,62.21917808,37.53150685,2,0,0.166666667,0,0.833333333,0,0.389249472,1,0,26,0
5024717,0,1,0,180000,1,0,1,0,1,62.50958904,0,0,0,0,0,0,1,0,0,0,33,0
5024724,1,1,0,207000,1,0,0,0,1,37.21917808,13.43013699,4,0,0.333333333,0,0.666666667,0,0.492365964,0.96875,0,50,0
5024726,0,1,0,162000,3,0,1,0,2,63.76164384,0,0,0,0,0,1,0,0,0.25,0,22,0
5025232,0,1,0,202500,3,0,0,0,2,49.74246575,3.424657534,0,0,0,0,1,0,0,0.148148148,0,45,0
5024732,0,1,0,193500,3,0,0,0,2,33.31780822,3.175342466,0,0,0,0,0,1,0,0.1,0,28,0
5024734,1,1,1,405000,1,0,0,0,3,45.23287671,2.002739726,12,0,1,0,0,0,0,0.8,0,23,1
5024739,0,1,0,81000,1,0,0,0,2,49.67123288,0.421917808,0,0,0,0,0,1,0,0,0,52,0
5024740,0,1,0,81000,1,0,0,0,2,49.67123288,0.421917808,0,0,0,0,0,1,0,0,0,21,0
5025237,0,1,0,81000,1,0,0,0,2,49.67123288,0.421917808,0,0,0,0,0,1,0,0,0,28,0
5024744,0,1,0,225000,3,0,0,0,1,38.89041096,18.85205479,0,0,0,0,1,0,0,0.444444444,0,27,0
5024747,0,1,0,247500,1,0,0,0,2,44.76712329,23.69041096,0,0,0,0,1,0,0,0.625,0,34,0
